,username,tweet,link,date,language,near
3572,lilicarmen78163,@SebBerthoumieu Vaccinée donc pour elle tout est en régle elle ne sait pas qu elle peut quand même avoir le Covid elle est vraiment cruche oui,https://twitter.com/lilicarmen78163/status/1465847624360210434,2021-12-01 03:58:02,fr,Texas
3573,cadillacblack,@bungarsargon @stillgray What I don’t get is why THIS is the thing that is bringing him down.  CC has been lying and getting caught for years now. His Covid charade was epic. He was wandering around spreading it while pretending to be in his basement. He wouldn’t wear a mask in his apt but lectured us?,https://twitter.com/cadillacblack/status/1465846993721430026,2021-12-01 03:55:32,en,Texas
3574,Donty_Python,@JohnnyFreakInF1 Ryan is still battling Covid-19?,https://twitter.com/Donty_Python/status/1465846627336392718,2021-12-01 03:54:04,en,Texas
3575,aamirica,@andrewanhdao Drivers. Mosquitos. People who use the word “yeet” unironically. COVID-19.,https://twitter.com/aamirica/status/1465845579389423617,2021-12-01 03:49:54,en,Texas
3576,mitake111,"@TimAshman @OANN @StefKleinhenz I got COVID symtoms, tested positive, &amp; immediately quarantined. No one else got it from me including my family. Many who got vaccinated were later infected &amp; asymptomatic, unknowingly infecting others. But anyone who chose to  get vaccinated did it for themselves, which is fine.",https://twitter.com/mitake111/status/1465845487811059717,2021-12-01 03:49:33,en,Texas
3577,voter_new,"@plantz3610 @Tringalimarylou @alexsalvinews Most of those deaths were ""with"" covid not ""from"". Also, there have been more deaths since the shots. Natural immunity is real. There are better, true vaccines awaiting approval but FDA bogs down w paper. These shots are merely therapeutics. Breakthroughs are common now.",https://twitter.com/voter_new/status/1465845156524011525,2021-12-01 03:48:14,en,Texas
3578,GGIL1603,"@ChickletOff @CNN I don't care about Chris.His older brother needs to be tried for his conspiracy to force covid seniors back into their nursing homes. There were so many options, floating hospital, tents in the park. Those grandkids and kids need to sue for billions, and Cuomo's name tarred 4ever",https://twitter.com/GGIL1603/status/1465844835919745024,2021-12-01 03:46:57,en,Texas
3579,sal_lipps,"@jimcramer COVID isn’t polio. Not even close, in fact. And the the COVID ‘vaccine’ isn’t a vaccine. It’s a therapeutic.",https://twitter.com/sal_lipps/status/1465844771965087745,2021-12-01 03:46:42,en,Texas
3580,tracilowry29,"@Politisk971 @Timcast Is this like when COVID disappeared after the 2020 election, or is it different?",https://twitter.com/tracilowry29/status/1465843975227535360,2021-12-01 03:43:32,en,Texas
3581,JaraStephens,covid is not for the weak.🤧,https://twitter.com/JaraStephens/status/1465843786001661954,2021-12-01 03:42:47,en,Texas
3582,jacoker2,He tried alternative treatments but died from Covid.,https://twitter.com/jacoker2/status/1465843662445756424,2021-12-01 03:42:17,en,Texas
3583,Wombatzu,@mikejbabcock Throw him in the river.   If he floats he has Covid.,https://twitter.com/Wombatzu/status/1465843293032521731,2021-12-01 03:40:49,en,Texas
3584,TTFCA,"Kansas Athletics announced today that the Kansas Relays are scheduled to return to Rock Chalk Park on April 13-15, 2023...Due to the ongoing challenges created by the COVID-19 pandemic, the 2022 Kansas Relays will be postponed.   https://t.co/4ShZradMsC",https://twitter.com/TTFCA/status/1465842848327163906,2021-12-01 03:39:03,en,Texas
3585,CathyBroadrick,At 1:30 in video this District Judge claims “COVID is going to adjust to us” here in Midland.  We had to change Judges after a superspreader event on Nov 1.  Resumed trial today and he thinks we can tell a deadly virus what to do.   https://t.co/DoEgerJ7ny,https://twitter.com/CathyBroadrick/status/1465842466637156354,2021-12-01 03:37:32,en,Texas
3586,Durrell2021,@DrGuru_ He is actually out with Covid,https://twitter.com/Durrell2021/status/1465841713528848386,2021-12-01 03:34:33,en,Texas
3587,thaboyd400m,Bronny and Savanah got back from Texas and now Lebron has Covid 🧐,https://twitter.com/thaboyd400m/status/1465841674001649664,2021-12-01 03:34:23,en,Texas
3588,UsNewsRank,Eight more cases of Omicron Covid variant found in England  https://t.co/PYWEM7JNkW,https://twitter.com/UsNewsRank/status/1465841397253251073,2021-12-01 03:33:17,en,Texas
3589,UsNewsRank,What are the symptoms of the Omicron Covid strain?  https://t.co/AX9kSL4Ble,https://twitter.com/UsNewsRank/status/1465841395101491205,2021-12-01 03:33:17,en,Texas
3590,ann_neona,"@Tildys Yes, I'm in Texas, the #1 not representing the majority of their constituents. The MOST voter suppression and allowing people to perish- Covid, Freezing, No Health insurance, homelessness, and SO MANY Millionaires &amp; billionaires that got 20 x richer since Covid began.  https://t.co/KInTfJupYt",https://twitter.com/ann_neona/status/1465841268211257348,2021-12-01 03:32:47,en,Texas
3591,LargeCoffee2Go,"FDA Advisory Committee Narrowly Votes To Approve Merck's COVID 'Miracle Drug'  Slightly less effective than drinking a glass of orange juice, but ""30% effective at reducing the risk of hospitalization and death in high-risk people""...  ...and it is approved.  Got IVM?  https://t.co/h9jpxRp16X",https://twitter.com/LargeCoffee2Go/status/1465840412938014721,2021-12-01 03:29:23,en,Texas
3592,BeefyCakes3,"Soo my uncle passed away yesterday to covid, well shit",https://twitter.com/BeefyCakes3/status/1465838972236709890,2021-12-01 03:23:39,en,Texas
3593,DaLaborersRfew,"@gcraige When I came home last night I saw my neighbor smoking a cigarette across the street. I asked him was everything okay and he said ""no"" that his father-in-law had just died that morning from covid. He said his father-in-law had all three shots and was 76 years old.",https://twitter.com/DaLaborersRfew/status/1465838914644680711,2021-12-01 03:23:25,en,Texas
3594,GavinMcShooter,@StrizziJ Covid is canceled. Always has been always will be.,https://twitter.com/GavinMcShooter/status/1465838823741575170,2021-12-01 03:23:04,en,Texas
3595,ThoughtsOfTony,Get vaxxed.  The unvaxxed are 3x more likely to die from covid than vaxxed,https://twitter.com/ThoughtsOfTony/status/1465838794557513729,2021-12-01 03:22:57,en,Texas
3596,TheMan8043,@GMFTommyX Neal already missed time for this season due to COVID.,https://twitter.com/TheMan8043/status/1465838723245948939,2021-12-01 03:22:40,en,Texas
3597,NetMb13498,@TraceyM0802 @audiencerewards @AintTooProud That was a great show!  Saw it just before Covid hit.,https://twitter.com/NetMb13498/status/1465838643134832648,2021-12-01 03:22:21,en,Texas
3598,mommabear1882,"@erinmweller I said this is BS, she’s scared, she wants her mom, I don’t have fking covid, let me in! She still wouldn’t.",https://twitter.com/mommabear1882/status/1465838562130202629,2021-12-01 03:22:01,en,Texas
3599,Kristop_kills,"@RuckusTom @wolfe_hips @wfaa “The state of Colorado classifies COVID deaths in 2 ways: A death d/t COVID, where it was the underlying cause, and a death with COVID, where there was a positive test but it wasn’t listed as the cause of death.” So they actually aren’t listing non COVID deaths as COVID deaths.",https://twitter.com/Kristop_kills/status/1465838482706866181,2021-12-01 03:21:42,en,Texas
3600,MemeeFuHao,@always_yur1 @TexasTribune It was 4 fully vaccinated africans that muted covid into omicron.  https://t.co/mssdHsiWUt,https://twitter.com/MemeeFuHao/status/1465838332974448641,2021-12-01 03:21:07,en,Texas
3601,MemeeFuHao,@always_yur1 @TexasTribune I had covid. It was a mild sinus infection for me and mine. We now have 25x the immunity strength compared to your vaccine immunity protection.  We don't need a vaccine..why? Because we're not obese and we don't have mitochondrial issues.  You're a 'leaker' and and mutate host.,https://twitter.com/MemeeFuHao/status/1465837774314033159,2021-12-01 03:18:54,en,Texas
3602,mommabear1882,@erinmweller Oh no they took her in but she was with her dad so I met them up there. And they wouldn’t let me in because “only one parent allowed due to covid restrictions” I said excuse me bitch?,https://twitter.com/mommabear1882/status/1465837719247110154,2021-12-01 03:18:40,en,Texas
3603,KevinLoves1stA,"So there’s been about 122k total Covid cases in the Austin area since the first outbreak.   Of those, about 10k are people who have already been vaccinated!   That’s crazy!   Any thoughts on that?  This is from today’s local news.  https://t.co/TVW2voVl2G",https://twitter.com/KevinLoves1stA/status/1465837638737448960,2021-12-01 03:18:21,en,Texas
3604,Cleolynnhaven,@Jakespeck @margaretmcewe10 @wfaa Sure you were.   Didn't know trolls have a vaccine for covid,https://twitter.com/Cleolynnhaven/status/1465837623470084103,2021-12-01 03:18:18,en,Texas
3605,Jakespeck,@ShoeQueenMO @wfaa I was Vaccinated with two Pfizer doses and almost died from Covid…🧐🤔😳🤷🏽‍♂️,https://twitter.com/Jakespeck/status/1465837563491532808,2021-12-01 03:18:03,en,Texas
3606,Papi__i,"Covid sucks ass, my fever is jumping around 99-100-101 my highest was 102 but so far it hasn’t got there anymore",https://twitter.com/Papi__i/status/1465837399112617988,2021-12-01 03:17:24,en,Texas
3607,Jakespeck,@wfaa I was Vaccinated with two Pfizer doses and almost died from Covid…🧐🤔😳🤷🏽‍♂️,https://twitter.com/Jakespeck/status/1465837363079303172,2021-12-01 03:17:15,en,Texas
3608,Jakespeck,@margaretmcewe10 @wfaa I was Vaccinated with two Pfizer doses and almost died from Covid…🧐🤔😳🤷🏽‍♂️,https://twitter.com/Jakespeck/status/1465837279352705024,2021-12-01 03:16:55,en,Texas
3609,DenSow57,"WELL...WE'VE DONE LOST OUR PATIENCE WITH THIS TREASONIST BASTARD...!!!  Eric Swalwell Loses His 'Covid Patience', Accuses Unvaccinated of Threatening His Young Children in Twitter Tirade  https://t.co/EP5FM0WVUD via @gatewaypundit",https://twitter.com/DenSow57/status/1465837199375671301,2021-12-01 03:16:36,en,Texas
3610,Keds1250878727,But they wouldn’t give any more assistance to people who lost their jobs due to company shutdowns or long covid illness.,https://twitter.com/Keds1250878727/status/1465837108900290562,2021-12-01 03:16:15,en,Texas
3611,Jakespeck,@AndyOdom7 @wfaa I was Vaccinated with two Pfizer doses and almost died from Covid…🧐🤔😳🤷🏽‍♂️,https://twitter.com/Jakespeck/status/1465837069339664384,2021-12-01 03:16:05,en,Texas
3612,mtchaps,"@clarencehilljr 🚨🚨 The COVID expert has spoken, everyone relax #faucijr",https://twitter.com/mtchaps/status/1465836712693678080,2021-12-01 03:14:40,en,Texas
3613,erik_S22,@Fridaygirl1969 @bobpockrass I don't think it has been live in several years. Before Covid it was on a 2-3 hour tape delay I believe.,https://twitter.com/erik_S22/status/1465836530434461699,2021-12-01 03:13:57,en,Texas
3614,cat_cpht,Nothing like having a chip go down the wrong way while inside a restaurant. Don’t need people thinking I have Covid when I just can’t eat properly 😓,https://twitter.com/cat_cpht/status/1465835930498088964,2021-12-01 03:11:34,en,Texas
3615,Crypto63099992,Take that Covid and #stickIT!,https://twitter.com/Crypto63099992/status/1465835890182393860,2021-12-01 03:11:24,en,Texas
3616,Porkbubbles1,I guess my bf will grow another dick after the second covid vaccine cos we didn't get it after the first shot. 🙃,https://twitter.com/Porkbubbles1/status/1465835836671410182,2021-12-01 03:11:12,en,Texas
3617,MemeeFuHao,"@TexasTribune Cry more, Covid Karen.",https://twitter.com/MemeeFuHao/status/1465835212093460487,2021-12-01 03:08:43,en,Texas
3618,dmibailey,"@GOP Well, if you stick with your agenda of having the right to die from covid, fetanyl and school shootings, mid terms should be fine",https://twitter.com/dmibailey/status/1465834952130543625,2021-12-01 03:07:41,en,Texas
3619,Starzship1,Kickin’ #covid’s ass Pow pow pow!!  https://t.co/biks6XWG8Q,https://twitter.com/Starzship1/status/1465834761562120195,2021-12-01 03:06:55,en,Texas
3620,dmibailey,@GOP The Gop says they are Defending their freedom to die of covid. I agree,https://twitter.com/dmibailey/status/1465834469097676803,2021-12-01 03:05:45,en,Texas
3621,thoolou,"Origins of COVID-19: Fauci’s $191 Billion Bio-Weaponization of Viruses Against Humanity, by @davidVdegraw  https://t.co/p5sVVX9vSv",https://twitter.com/thoolou/status/1465834301057085440,2021-12-01 03:05:05,en,Texas
3622,GBlanchard47,"I hate that the covid-19 is called a ""vaccine"" when it is not. mRNA is a therapeutic like HCQ and ivermectin. Take those, vitamin C, and Vitamin D, especially now that winter is coming and you will be better at fighting this virus during the seasonality we are entering.",https://twitter.com/GBlanchard47/status/1465833607491354625,2021-12-01 03:02:20,en,Texas
3623,JohnBlack1992,@Doctor_of_Music @JuliaHB1 People who had the vax still got covid and died. Oh and let's ignore the growing number of stillborn babies in mother's who took the vax while pregnant,https://twitter.com/JohnBlack1992/status/1465833360211726342,2021-12-01 03:01:21,en,Texas
3624,GundersonNathan,So all this transfer portal action these kids still have to sit a year or No? With covid year I’m not sure how it works any more? @AnwarRichardson @MikeRoach247 @JeffHowe247,https://twitter.com/GundersonNathan/status/1465833281027514374,2021-12-01 03:01:02,en,Texas
3625,Kristop_kills,@wolfe_hips @wfaa So when someone dies from COVID…they actually didn’t die from COVID. But when someone dies within a year of getting the COVID vaccine…they died from the COVID vaccine. Y’all make no sense. If a person dieS from COVID…that means THEY DIED FROM COVID.,https://twitter.com/Kristop_kills/status/1465832654016765954,2021-12-01 02:58:33,en,Texas
3626,DM2717,"@RealSkipBayless I was empathetic towards Amari Cooper and his decision to not get vaccinated. But not I’m just pissed off as he seems to be headed for another missed game, and covid running rampant within the organization.",https://twitter.com/DM2717/status/1465831429917528071,2021-12-01 02:53:41,en,Texas
3627,mommy794,"@TomiLahren I work in an urgent care.  Test people everyday I work. Not getting it.  Already had covid, Not from a patient btw, So I’m naturally immune.",https://twitter.com/mommy794/status/1465831359944048640,2021-12-01 02:53:24,en,Texas
3628,k1ttttttt,a show about senior citizens has a covid staff im shocked to my core,https://twitter.com/k1ttttttt/status/1465831189609123840,2021-12-01 02:52:44,en,Texas
3629,TMCoaliton,Great News.  Judge block covid vaccine mandate for healthcare workers.    https://t.co/vmR2D2L2tL,https://twitter.com/TMCoaliton/status/1465831142599368709,2021-12-01 02:52:32,en,Texas
3630,mzee26,L.A. County has contracted with a genetics firm with ties to China to handle its mandatory COVID-19 testing and registration  https://t.co/aKQd1ygldE via @twitchyteam,https://twitter.com/mzee26/status/1465830849471991815,2021-12-01 02:51:22,en,Texas
3631,ShadowRockX,"@Romy_Arths They also don't realize/care that covid affected the industry a ton. If it weren't for that, we could have at least had more EXE 20th news to talk about this year.",https://twitter.com/ShadowRockX/status/1465830613722832901,2021-12-01 02:50:26,en,Texas
3632,lonestarangle,When will colleges and K-12 be banned from mandating covid vaccines on a nationwide scale.  Is this in the pipeline?,https://twitter.com/lonestarangle/status/1465829998229606400,2021-12-01 02:48:00,en,Texas
3633,EDAgrosaArt,@FiatLuxGenesis @JordanSchachtel I stopped fearing COVID (and any “variants”) around March 2020.,https://twitter.com/EDAgrosaArt/status/1465829921683652608,2021-12-01 02:47:41,en,Texas
3634,alexandrefatec,"Vocês tem que acreditar na ciência!!!!  SQN Mais mortes entre os vacinados no estudo.  A vacina da covid e o jornalismo de omissão, escreve Paula Schmitt  https://t.co/Lhmop0JwAS via @Poder360",https://twitter.com/alexandrefatec/status/1465829771426910210,2021-12-01 02:47:05,pt,Texas
3635,ConservativeRed,Covid locked down.,https://twitter.com/ConservativeRed/status/1465829586860707841,2021-12-01 02:46:21,en,Texas
3636,se7venwords,@hayescarroll_ @ShamsCharania Lebron is the greatest basketball player of all time because he caught “Covid?,https://twitter.com/se7venwords/status/1465829149440942083,2021-12-01 02:44:37,en,Texas
3637,AbbasM,"Amazon rolled back Covid safety protocols in warehouses, says New York attorney general  https://t.co/DqNeANRib0 #COVID19 #Environment",https://twitter.com/AbbasM/status/1465829015063646210,2021-12-01 02:44:05,en,Texas
3638,mommabear1882,If y’all see me in the news soon. Don’t panic. It’s because one more fking person told me I couldn’t be with my child at the ER because of COVID!!   We are home now. But it happens again. I’m breakin some shit IJS!,https://twitter.com/mommabear1882/status/1465828744057208838,2021-12-01 02:43:01,en,Texas
3639,WeGovernUSA,"Lose weight, stop eating crap, get your gut in order, exercise and get a good full nights sleep.  Most people that struggle with all Covid variants are unhealthy to begin with and more Pharma pills are not going to fix this.",https://twitter.com/WeGovernUSA/status/1465828429803274245,2021-12-01 02:41:46,en,Texas
3640,kt_close,Bron got Covid 😐,https://twitter.com/kt_close/status/1465828208859885570,2021-12-01 02:40:53,en,Texas
3641,CrazyEyedGoat,Aw fuck off Chris!  Media was gushing all over him during COVID with some hinting at a possible presidential run. Neither you or your trash brother can play victim.,https://twitter.com/CrazyEyedGoat/status/1465828173065691137,2021-12-01 02:40:44,en,Texas
3642,MKIVGTI,@torturedlilith @jokesdepartment You do realize myocarditis has been a side effect of Covid 19 way before Omicron right? I’m sure you can just handwave it away as gov propaganda or whatever but most of the vax side effects are indeed just weaker covid side effects. Same with blood clots  https://t.co/57T6ELMIDG,https://twitter.com/MKIVGTI/status/1465828071865565186,2021-12-01 02:40:20,en,Texas
3643,tastelessdreams,y'all she got covid,https://twitter.com/tastelessdreams/status/1465827910649065475,2021-12-01 02:39:42,en,Texas
3644,thoolou,This my surprised face:  😑  Merck’s COVID-19 Pill May Be Less Effective Than First Hoped  https://t.co/rsYg735cFG from @WebMD;,https://twitter.com/thoolou/status/1465827767925235715,2021-12-01 02:39:08,en,Texas
3645,TXTimbo1,@postandghost @rodbabers But they were going to pay Meyer $10 million and just paid $5 Mill+ to Beard for basketball.  Texas has the money and would have paid it.  Also last year in Covid money was not being spent as freely or would have been frowned upon more.,https://twitter.com/TXTimbo1/status/1465827687726034944,2021-12-01 02:38:49,en,Texas
3646,rangertrades,"As sad as it seems, the people who think #covid news doesn't drive markets anymore are wrong.  Yesterday gains were driven by hope that #omicron symptoms are mild, yet here we are on Tuesday, taking out Friday's low as the new strain could invalidate current vaccines.",https://twitter.com/rangertrades/status/1465827617152638981,2021-12-01 02:38:32,en,Texas
3647,Mxracer540,@michaelapple So 1 college player has long term affects. 1 NFL player (who Idr his name) has long term affects. Out of how many players that have gotten Covid?,https://twitter.com/Mxracer540/status/1465827278961655811,2021-12-01 02:37:11,en,Texas
3648,Happyworlds17,Bron got Covid???????,https://twitter.com/Happyworlds17/status/1465827047029231620,2021-12-01 02:36:16,en,Texas
3649,becky34821045,"@TheView @JohnHMcWhorter As a women, the ladies on the view appearance looks very unhealthy! With the new Covid variant, everyone she be exercising and eating healthy to help to slow the spread.",https://twitter.com/becky34821045/status/1465826980679536640,2021-12-01 02:36:00,en,Texas
3650,KennyGray2017,"Condolences to his family! But, another anti-vaxxer has passed away from Covid!  Crazy how these televangelist don’t view the vaccine as a gift from God! @wordsfromwags @KerbyAnderson @Prestonwood",https://twitter.com/KennyGray2017/status/1465826936165437455,2021-12-01 02:35:49,en,Texas
3651,RonJeffords,@tedcruz Oh and you're the guy who  guaranteed the Democratic wouldn't think COVID was a big deal after the election was over. Guaranteed it. Guaranteed it.,https://twitter.com/RonJeffords/status/1465826895405146116,2021-12-01 02:35:40,en,Texas
3652,ThoughtsOfTony,This is a life long Republican talking to the GOP about how wrong they are on covid,https://twitter.com/ThoughtsOfTony/status/1465826353404596229,2021-12-01 02:33:31,en,Texas
3653,YvonneH51907612,"@BostonGlobe @GlobeOpinion @GlobeScotLehigh THIS IS RUDE. I'VE NEVER HEARD THE GLOBE REFER TO THAT SEWER OF A PRESIDENCY UNDER TRUMP AS A ""MESS."" YOU NEED TO RETRACT THIS. President Biden inherited COVID from a person who called it a HOAX and ignored all warnings. There were 150K Americans dead before he even said CHLOROX",https://twitter.com/YvonneH51907612/status/1465826169010405376,2021-12-01 02:32:47,en,Texas
3654,Puckbunny13,"2 things… 1) my husband tried pecan pie for the first time tonite, therefore I shall never have my own pecan pie again 😔. 2) my @HEB was actually out of a LOT of stuff today for the first time since Covid started.  🤷🏼‍♀️ it must be happening here now 🙄",https://twitter.com/Puckbunny13/status/1465825955755216898,2021-12-01 02:31:56,en,Texas
3655,eva182427,@ArtValley818_ Where was his voice when Covid started...,https://twitter.com/eva182427/status/1465825759164051458,2021-12-01 02:31:09,en,Texas
3656,sooneralum78,Covid: Greece to fine over-60s who refuse Covid-19 vaccine  https://t.co/rFqRmCcm5x,https://twitter.com/sooneralum78/status/1465825582709567488,2021-12-01 02:30:27,en,Texas
3657,ProLabDirectUSA,Meet the staff! Meheret is passionate about keeping our community safe and educated when it comes to COVID-19 testing. Call us today to register and learn more about Same Day PCR testing! 512.832.9145  #StaySafe #Coronavirus #ProLabDiagnostics  https://t.co/OMDElZwFCV,https://twitter.com/ProLabDirectUSA/status/1465825470751064070,2021-12-01 02:30:00,en,Texas
3658,_TeddyBrosevelt,New study posted on PubMed that’s coming out soon in the medical periodical ‘Circulation’:  “Mrna COVID Vaccines Dramatically Increase Endothelial Inflammatory Markers and ACS Risk as Measured by the PULS Cardiac Test: a Warning”  👉 A WARNING ?!!!   https://t.co/LRyxzajjcZ,https://twitter.com/_TeddyBrosevelt/status/1465825235610083338,2021-12-01 02:29:04,en,Texas
3659,InsanityCrushr2,"Dementia is Biden's ""Plusible Deniability""... #Biden #Omicron #OmicronVariant #covidvariant #COVID19 #Covid_19 #BLM #coronavirus #COVID #investing #Investment",https://twitter.com/InsanityCrushr2/status/1465825112826036225,2021-12-01 02:28:35,en,Texas
3660,FewWinnifred,Omicron vs. Delta: More mutations don't necessarily make a meaner Covid-19 virus  https://t.co/9AVJ161lvN,https://twitter.com/FewWinnifred/status/1465824795220934656,2021-12-01 02:27:19,en,Texas
3661,RedDirtTxn,"CNBC's Cramer: ""This Charade Must End, The Government Must Require Vaccination""   https://t.co/PhHufOzQno   Cramer is an idiot.  I don't think he has ever read the Constitution.  The Covid Charade must end, indeed.",https://twitter.com/RedDirtTxn/status/1465824598675570695,2021-12-01 02:26:32,en,Texas
3662,SL41191,"Exclusive: Forced to Get Vaccine to Remain on Lung Transplant List, 49-Year-Old Who Survived COVID Dies After Second Moderna Shot • Children's Health Defense  https://t.co/lYxglLcOGJ",https://twitter.com/SL41191/status/1465824379577810945,2021-12-01 02:25:40,en,Texas
3663,DrWernerKlopek,"@owillis You're having a hard time finding a very specific physical type who's ALSO willing to let Karen's Covid-infested crotch fruit germ all over them for $7/hr? Holy shit, no way!",https://twitter.com/DrWernerKlopek/status/1465824273550000136,2021-12-01 02:25:15,en,Texas
3664,BernieC36170946,@Acyn She needs to visit a covid ward.,https://twitter.com/BernieC36170946/status/1465824192310427650,2021-12-01 02:24:55,en,Texas
3665,trpalam,"@LadeBackk @jimcramer These dude is a 🤡 vaccinated people are getting sick and spreading it too! Vaccines aren’t stopping the spread of covid, neither did lockdowns or masks. Nothing is going to stop mutation or spread.",https://twitter.com/trpalam/status/1465824191433920512,2021-12-01 02:24:55,en,Texas
3666,tommy997,"@TheLastRefuge2 All I know is that I have saved a shit ton of money because I refuse to travel anywhere that mandates anything COVID related...miss Vegas and New Orleans, but F#%k masks and the vax.",https://twitter.com/tommy997/status/1465823516905906182,2021-12-01 02:22:14,en,Texas
3667,BKPR701,"@CroneRiffic Very true! The couple of things they manage to pull out of their a$$es are usually false.   Just because they ""liked"" the things that TFG did doesn't make them good (ie racism, downplaying Covid, inciting an insurrection, etc)",https://twitter.com/BKPR701/status/1465823109555146760,2021-12-01 02:20:37,en,Texas
3668,tommy997,"@TheLastRefuge2 I am trying to wrap my head around all of these people worried about COVID. Nothing in my life, from attending World Series, college football game, concerts, tending bar, etc. has made me even think about COVID. If I wasn't told it was a thing I wouldn't even know about it.",https://twitter.com/tommy997/status/1465822974842486788,2021-12-01 02:20:05,en,Texas
3669,BruceNo25359512,Using as Covid tests .,https://twitter.com/BruceNo25359512/status/1465822464789917701,2021-12-01 02:18:03,en,Texas
3670,gobtx1,JUST IN: $GBS GBS Stock: The Covid Antibody Test News Shooting GBS Shares Higher Today       https://t.co/MIzjHyLlma      #MWN #Stocks @ArisAvdoulos @TraderGlorious  $BYOC $CPIX $AGCBF $AABB  via @MarketWN,https://twitter.com/gobtx1/status/1465822251958390787,2021-12-01 02:17:13,en,Texas
3671,khodg79,"@RepSwalwell Lol Every case we’ve had at work this month has been among the vaxxed. And they are waiting days to test from onset of symptoms because of their false sense of security.  It can’t possibly be Covid. Surely it’s allergies. Meanwhile, they’re spreading to other staff and students.",https://twitter.com/khodg79/status/1465821491761713156,2021-12-01 02:14:11,en,Texas
3672,ZemanLynnZ,"@FoxNews @kayleighmcenany Trump's early COVID-19 response even more politicized than previously thought, new documents show  ""More evidence of how health leaders at the CDC were silenced and overruled in the early days of the pandemic""   https://t.co/qWpnu0lmMJ",https://twitter.com/ZemanLynnZ/status/1465821225410826240,2021-12-01 02:13:08,en,Texas
3673,ghostwriter4God,@mixbecca Every human body is different. Our subjective sense of pain and illness is different as well. I had COVID before the vaccines. I never want to get it again. Praying for a swift recovery and no long term effects for you.,https://twitter.com/ghostwriter4God/status/1465821105558413313,2021-12-01 02:12:39,en,Texas
3674,Brent_Liebel,#FauciForPrison #BillGatesBioTerrorist #COVID19 #Covid_19,https://twitter.com/Brent_Liebel/status/1465820365620404224,2021-12-01 02:09:43,und,Texas
3675,yeeweeyee,@C_Smith951 @DrPardi @TheJaceStevens @JesseRodriguez the georgians who died from covid are rolling in their graves rn.,https://twitter.com/yeeweeyee/status/1465820363166785539,2021-12-01 02:09:42,en,Texas
3676,TherealdishDR,I'm curious. Will all COVID Variants have a 99.98387% survival rate just like COVID-19? @CDCDirector @PressSec  wondering for science minded people who are good at math.,https://twitter.com/TherealdishDR/status/1465820330786701315,2021-12-01 02:09:35,en,Texas
3677,LG_HALEY,Omicron the new covid-19 variant wasn’t dangerous until 4.00 o’clock today. 😂  https://t.co/Ak5VuNFwYn,https://twitter.com/LG_HALEY/status/1465820272221696009,2021-12-01 02:09:21,en,Texas
3678,FakeJ00712,"Yeah because this is bigger than Football.  I respect his choice and shame on you and everyone else that’s trying bully him for it.  By the way, he can still catch COVID and still miss games if he got the shot(s).",https://twitter.com/FakeJ00712/status/1465820177292013571,2021-12-01 02:08:58,en,Texas
3679,SimmonsBart,Why is Fauci in charge of our COVID response?,https://twitter.com/SimmonsBart/status/1465820026842357760,2021-12-01 02:08:22,en,Texas
3680,Scoroncocolo,"Epidemiologist Peter Hotez calculates that 150,000 unvaccinated people in the United States have died of covid since June 1, when the vaccine was widely available.  There were no COVID-related deaths yesterday in New York City, where the vaccination rate is 90%.  https://t.co/mZB5IMPcQ6",https://twitter.com/Scoroncocolo/status/1465819598347980806,2021-12-01 02:06:40,en,Texas
3681,zenoc_oshits,"In Hamburg, Germany police enter a business to check if they are compliant with COVID restrictions and to check vaccination statuses and tests.  Your papers, please❓  https://t.co/oQp0Ktt5CZ",https://twitter.com/zenoc_oshits/status/1465819240418656256,2021-12-01 02:05:15,en,Texas
3682,this_mk,"@KDfromthe30 @SleepyEyeJaymes @tj_casperson @solstice0708 @Lilkay_____ @Xia__25 @juliankeaun My original point was: ""the average age of covid deaths is at or above the average life expectancy"". That was the whole point. All you've done is come up with strawman arguments, bit the original point remains true.",https://twitter.com/this_mk/status/1465819159284142091,2021-12-01 02:04:55,en,Texas
3683,GameSto76108113,"🇦🇺 Riccardo Bosi. Ex teniente coronel.  El líder partido político (antiplandemia) Australia One, asegura en el video que, aplicará tribunales militares y pena capital a los miembros del gobierno y los medios de comunicación implicados en la estafa del COVID.  https://t.co/BtjA9CRIuW",https://twitter.com/GameSto76108113/status/1465819068301070343,2021-12-01 02:04:34,es,Texas
3684,or_consequences,Merck named its oral #Covid pill Molnupiravir after Thor's Hammer.,https://twitter.com/or_consequences/status/1465818663500627982,2021-12-01 02:02:57,en,Texas
3685,VME63USNAT2,Made it through post Covid booster day  https://t.co/5BukBWFesn,https://twitter.com/VME63USNAT2/status/1465818252081250305,2021-12-01 02:01:19,en,Texas
3686,Mxracer540,"@michaelapple There kinda is, yea. Obesity is worse with Covid than healthy. Lemme find that for you sunshine",https://twitter.com/Mxracer540/status/1465818154844577793,2021-12-01 02:00:56,en,Texas
3687,allareblessed,Far-right radicalization interwoven with COVID conspiracist organizing as it spreads globally - Daily Sound and Fury  https://t.co/9NNiKDdfRK,https://twitter.com/allareblessed/status/1465817187860504581,2021-12-01 01:57:05,en,Texas
3688,allareblessed,Fauci says omicron Covid variant has been found in 20 countries but not yet in U.S. - CNBC  https://t.co/scPT3HO9fK,https://twitter.com/allareblessed/status/1465817090879901696,2021-12-01 01:56:42,en,Texas
